transaction_id,customer_id,card_number,timestamp,amount,merchant_id,merchant_category,merchant_lat,merchant_long,is_fraud,fraud_type,hour,day_of_week,month,distance_from_home
TXN_00086505,CUST_00587,CARD_39114,2026-01-13T15:54:15.805431Z,192.53,MERCHANT_0095,retail,20.7319,77.1309,0,none,15,1,1,163.41
TXN_00067622,CUST_00230,CARD_77488,2026-01-23T07:15:15.805431Z,370.46,MERCHANT_0388,restaurant,19.3051,71.7231,0,none,7,4,1,210.81
TXN_00077998,CUST_00536,CARD_36111,2025-12-29T04:19:15.805431Z,144.18,MERCHANT_1868,grocery,22.3056,80.1462,0,none,4,0,12,249.68
TXN_00012646,CUST_01691,CARD_46429,2026-01-19T14:33:15.805431Z,93.66,MERCHANT_0991,restaurant,31.3603,87.7445,0,none,14,0,1,268.59
TXN_00000622,CUST_00733,CARD_61306,2026-01-13T09:03:15.805431Z,1101.94,MERCHANT_0476,retail,17.0882,81.0464,0,none,9,1,1,113.18
TXN_00063108,CUST_04063,CARD_59512,2025-12-24T12:02:15.805431Z,16.16,MERCHANT_0946,electronics,17.1491,83.4407,0,none,12,2,12,197.69
TXN_00027679,CUST_00344,CARD_55976,2026-01-20T18:05:15.805431Z,123.21,MERCHANT_1142,retail,15.7958,79.8968,0,none,18,1,1,498.45
TXN_00068961,CUST_04652,CARD_88229,2026-01-22T00:48:15.805431Z,82.93,MERCHANT_1115,retail,23.0081,67.7172,0,none,0,3,1,247.43
TXN_00094466,CUST_04607,CARD_71031,2026-01-05T09:00:15.805431Z,419.32,MERCHANT_1095,electronics,27.3857,79.3032,0,none,9,0,1,243.96
TXN_00047467,CUST_00975,CARD_96139,2026-01-18T12:16:15.805431Z,223.8,MERCHANT_0106,luxury_goods,26.5043,76.9859,0,none,12,6,1,174.17
TXN_00098528,CUST_02841,CARD_28475,2026-01-16T03:57:43.805431Z,1325.6,MERCHANT_0593,jewelry,15.7362,64.3069,1,card_cloning,3,4,1,1385.15
TXN_00080219,CUST_04876,CARD_11333,2025-12-30T02:13:15.805431Z,1394.96,MERCHANT_1395,restaurant,19.7146,80.2715,0,none,2,1,12,182.61
TXN_00052458,CUST_00327,CARD_25221,2025-12-25T05:25:15.805431Z,5908.56,MERCHANT_1921,gas,23.2286,74.7577,0,none,5,3,12,463.37
TXN_00031204,CUST_02902,CARD_13276,2025-12-30T14:16:15.805431Z,44.06,MERCHANT_1164,luxury_goods,17.264,87.8836,0,none,14,1,12,143.19
TXN_00064392,CUST_01620,CARD_20839,2026-01-17T17:45:15.805431Z,6333.51,MERCHANT_0484,luxury_goods,21.8285,85.071,0,none,17,5,1,150.61
TXN_00015581,CUST_00836,CARD_85903,2026-01-12T01:08:15.805431Z,21.83,MERCHANT_0927,jewelry,17.0172,73.3613,0,none,1,0,1,477.99
TXN_00089794,CUST_04064,CARD_66578,2026-01-09T02:49:15.805431Z,902.64,MERCHANT_0877,grocery,25.5208,71.48,0,none,2,4,1,282.85
TXN_00049943,CUST_02282,CARD_73430,2026-01-22T19:42:15.805431Z,436.72,MERCHANT_0681,electronics,16.3979,82.2024,0,none,19,3,1,230.96
TXN_00009046,CUST_02573,CARD_28401,2026-01-04T07:58:15.805431Z,840.56,MERCHANT_1945,grocery,24.2468,78.5479,0,none,7,6,1,143.53
TXN_00058949,CUST_03825,CARD_25887,2026-01-17T01:59:15.805431Z,142.8,MERCHANT_1805,retail,16.3455,73.9648,0,none,1,5,1,87.99
TXN_00026547,CUST_00777,CARD_56116,2026-01-12T12:48:15.805431Z,123.6,MERCHANT_0113,restaurant,16.6644,77.7521,0,none,12,0,1,315.98
TXN_00069304,CUST_00967,CARD_20992,2025-12-27T18:46:15.805431Z,56.63,MERCHANT_1108,jewelry,18.3805,80.4011,0,none,18,5,12,208.11
TXN_00047662,CUST_00992,CARD_88979,2026-01-23T01:26:15.805431Z,52.96,MERCHANT_1392,electronics,16.2598,82.0255,0,none,1,4,1,188.39
TXN_00030241,CUST_00703,CARD_86322,2025-12-26T08:31:15.805431Z,130.12,MERCHANT_1947,grocery,23.6749,75.9925,0,none,8,4,12,226.61
TXN_00010193,CUST_04644,CARD_45819,2026-01-05T02:36:15.805431Z,17967.36,MERCHANT_1765,gas,23.5686,81.1417,0,none,2,0,1,95.32
TXN_00016198,CUST_04676,CARD_60316,2026-01-22T23:39:15.805431Z,188.44,MERCHANT_1750,jewelry,21.2081,86.7664,0,none,23,3,1,569.38
TXN_00099190,CUST_03086,CARD_36822,2026-01-13T16:23:53.805431Z,93.84,MERCHANT_0187,retail,14.0914,81.985,1,merchant_collusion,16,1,1,343.15
TXN_00018802,CUST_01741,CARD_58912,2026-01-10T10:07:15.805431Z,173.08,MERCHANT_1373,gas,20.408,66.3179,0,none,10,5,1,152.37
TXN_00085764,CUST_04750,CARD_46087,2026-01-01T01:49:15.805431Z,2276.99,MERCHANT_0748,restaurant,20.0263,90.2836,0,none,1,3,1,327.53
TXN_00028480,CUST_03060,CARD_13161,2026-01-01T00:29:15.805431Z,737.33,MERCHANT_0550,retail,19.5148,80.0742,0,none,0,3,1,517.74
TXN_00065124,CUST_02849,CARD_51075,2026-01-18T02:07:15.805431Z,3320.6,MERCHANT_0825,grocery,21.6833,72.8848,0,none,2,6,1,422.22
TXN_00023685,CUST_00391,CARD_49991,2025-12-28T03:04:15.805431Z,15.73,MERCHANT_1673,restaurant,21.9937,73.1475,0,none,3,6,12,105.59
TXN_00045276,CUST_04533,CARD_12842,2026-01-21T04:25:15.805431Z,1782.5,MERCHANT_1565,luxury_goods,26.5267,79.4334,0,none,4,2,1,468.04
TXN_00062074,CUST_00915,CARD_95994,2026-01-08T01:26:15.805431Z,8226.42,MERCHANT_1063,grocery,18.3916,80.2612,0,none,1,3,1,228.24
TXN_00010618,CUST_01212,CARD_43637,2025-12-31T19:38:15.805431Z,103.96,MERCHANT_0811,jewelry,19.987,78.4881,0,none,19,2,12,65.84
TXN_00044852,CUST_00768,CARD_69279,2026-01-06T03:36:15.805431Z,157.67,MERCHANT_1833,electronics,15.933,68.8485,0,none,3,1,1,344.84
TXN_00002225,CUST_00044,CARD_98062,2025-12-31T13:59:15.805431Z,1325.89,MERCHANT_1270,restaurant,23.6795,79.3674,0,none,13,2,12,207.93
TXN_00031118,CUST_02074,CARD_04997,2026-01-02T16:11:15.805431Z,1482.52,MERCHANT_0160,restaurant,21.4498,78.6861,0,none,16,4,1,122.44
TXN_00009938,CUST_02788,CARD_72658,2026-01-04T14:47:15.805431Z,304.57,MERCHANT_0905,electronics,17.5397,69.7309,0,none,14,6,1,213.56
TXN_00045331,CUST_02702,CARD_24053,2026-01-19T15:59:15.805431Z,825.53,MERCHANT_0936,electronics,20.241,82.1197,0,none,15,0,1,436.93
TXN_00035165,CUST_02644,CARD_10180,2025-12-31T05:04:15.805431Z,60.92,MERCHANT_0502,electronics,14.1624,83.0078,0,none,5,2,12,301.11
TXN_00081801,CUST_04149,CARD_64047,2025-12-27T15:11:15.805431Z,489.16,MERCHANT_0589,retail,28.4344,78.1885,0,none,15,5,12,342.49
TXN_00084862,CUST_00763,CARD_65123,2026-01-04T04:01:15.805431Z,115.7,MERCHANT_1928,electronics,16.6182,84.1266,0,none,4,6,1,236.98
TXN_00023024,CUST_01875,CARD_36845,2025-12-30T09:58:15.805431Z,1869.94,MERCHANT_0142,retail,30.3478,74.6233,0,none,9,1,12,413.53
TXN_00050530,CUST_03876,CARD_80257,2026-01-04T01:03:15.805431Z,55.98,MERCHANT_0783,gas,20.2414,80.446,0,none,1,6,1,52.42
TXN_00039567,CUST_02661,CARD_58234,2026-01-03T00:40:15.805431Z,87.92,MERCHANT_1817,retail,21.8239,71.1276,0,none,0,5,1,190.77
TXN_00009755,CUST_01911,CARD_51821,2026-01-01T09:18:15.805431Z,231.15,MERCHANT_1029,jewelry,16.9773,81.0205,0,none,9,3,1,194.92
TXN_00097783,CUST_04955,CARD_35907,2026-01-05T04:48:15.805431Z,107.59,MERCHANT_0582,retail,27.4845,90.6102,0,none,4,0,1,487.5
TXN_00011194,CUST_02062,CARD_89894,2026-01-07T22:52:15.805431Z,102.19,MERCHANT_0096,retail,23.4691,79.4651,0,none,22,2,1,219.58
TXN_00019182,CUST_04622,CARD_79799,2026-01-10T05:40:15.805431Z,149.15,MERCHANT_0332,jewelry,19.3626,76.9438,0,none,5,5,1,389.47
TXN_00058896,CUST_02037,CARD_06890,2026-01-09T02:09:15.805431Z,90.17,MERCHANT_0924,restaurant,11.7993,77.1449,0,none,2,4,1,171.01
TXN_00015526,CUST_03011,CARD_43975,2026-01-23T05:52:15.805431Z,7984.65,MERCHANT_1919,gas,21.8144,79.6563,0,none,5,4,1,134.5
TXN_00039658,CUST_01019,CARD_03331,2026-01-13T09:33:15.805431Z,25.57,MERCHANT_1249,gas,20.6249,75.1977,0,none,9,1,1,249.03
TXN_00092438,CUST_02698,CARD_13294,2026-01-08T21:44:15.805431Z,1056.78,MERCHANT_0857,restaurant,15.373,80.0784,0,none,21,3,1,373.0
TXN_00094842,CUST_03996,CARD_22723,2026-01-02T19:20:15.805431Z,621.19,MERCHANT_0430,restaurant,29.9929,76.5591,0,none,19,4,1,434.63
TXN_00009782,CUST_02232,CARD_44747,2026-01-22T15:18:15.805431Z,293.39,MERCHANT_0540,retail,25.5301,84.5136,0,none,15,3,1,84.43
TXN_00048188,CUST_02524,CARD_73489,2025-12-31T16:16:15.805431Z,380.8,MERCHANT_0076,retail,9.4801,80.4481,0,none,16,2,12,193.24
TXN_00029127,CUST_01647,CARD_86986,2026-01-02T09:41:15.805431Z,541.14,MERCHANT_1731,electronics,28.7988,80.6423,0,none,9,4,1,202.41
TXN_00033879,CUST_00954,CARD_03209,2026-01-19T20:33:15.805431Z,355.68,MERCHANT_1393,grocery,11.4483,73.1899,0,none,20,0,1,144.35
TXN_00049980,CUST_01334,CARD_67818,2026-01-17T18:11:15.805431Z,28.12,MERCHANT_0956,luxury_goods,25.4159,72.8057,0,none,18,5,1,64.65
TXN_00027139,CUST_01112,CARD_14136,2025-12-31T17:04:15.805431Z,220.53,MERCHANT_0195,electronics,19.8302,75.6644,0,none,17,2,12,556.21
TXN_00078867,CUST_04942,CARD_34387,2025-12-27T22:40:15.805431Z,499.71,MERCHANT_0019,restaurant,16.804,80.5955,0,none,22,5,12,253.76
TXN_00014194,CUST_03165,CARD_14898,2025-12-25T15:07:15.805431Z,3149.87,MERCHANT_1774,retail,29.8346,81.7988,0,none,15,3,12,337.3
TXN_00043566,CUST_04083,CARD_46470,2026-01-13T04:37:15.805431Z,5.33,MERCHANT_1407,retail,8.9743,91.9064,0,none,4,1,1,379.88
TXN_00051606,CUST_01648,CARD_91109,2025-12-30T02:19:15.805431Z,1376.23,MERCHANT_1319,grocery,14.702,74.3413,0,none,2,1,12,82.78
TXN_00072901,CUST_01077,CARD_15035,2025-12-24T21:06:15.805431Z,1591.83,MERCHANT_0478,electronics,19.2371,77.9032,0,none,21,2,12,282.65
TXN_00020670,CUST_01925,CARD_45784,2026-01-04T22:21:15.805431Z,2562.99,MERCHANT_1618,luxury_goods,16.3708,74.3163,0,none,22,6,1,469.05
TXN_00029165,CUST_02342,CARD_65808,2026-01-19T09:48:15.805431Z,255.42,MERCHANT_1509,grocery,29.1055,78.9627,0,none,9,0,1,365.05
TXN_00061735,CUST_02341,CARD_19874,2026-01-05T10:34:15.805431Z,601.4,MERCHANT_0398,jewelry,16.1426,74.1666,0,none,10,0,1,418.65
TXN_00058979,CUST_04365,CARD_67659,2026-01-23T04:59:15.805431Z,261.02,MERCHANT_0467,restaurant,21.0563,77.8173,0,none,4,4,1,178.27
TXN_00068515,CUST_00430,CARD_56906,2025-12-29T09:18:15.805431Z,440.03,MERCHANT_0977,grocery,17.8639,78.9373,0,none,9,0,12,337.68
TXN_00098273,CUST_03315,CARD_11042,2026-01-07T17:18:05.805431Z,4617.65,MERCHANT_0019,retail,17.8356,83.0327,1,merchant_collusion,17,2,1,199.21
TXN_00025485,CUST_00887,CARD_40317,2026-01-02T18:56:15.805431Z,81.23,MERCHANT_1494,jewelry,14.7017,82.544,0,none,18,4,1,416.04
TXN_00038873,CUST_04423,CARD_90919,2026-01-20T10:43:15.805431Z,2093.19,MERCHANT_1026,gas,25.1709,75.1262,0,none,10,1,1,267.32
TXN_00044277,CUST_00470,CARD_09599,2026-01-22T20:40:15.805431Z,1180.62,MERCHANT_0960,gas,23.423,73.0931,0,none,20,3,1,360.58
TXN_00064568,CUST_01348,CARD_63017,2025-12-25T04:48:15.805431Z,111.2,MERCHANT_1746,grocery,23.8171,85.3083,0,none,4,3,12,191.72
TXN_00046315,CUST_04501,CARD_68779,2025-12-27T04:51:15.805431Z,110.91,MERCHANT_1870,jewelry,23.6616,81.687,0,none,4,5,12,281.34
TXN_00065445,CUST_03525,CARD_29082,2025-12-26T18:57:15.805431Z,316.29,MERCHANT_1902,restaurant,14.1951,70.8578,0,none,18,4,12,252.24
TXN_00033936,CUST_02871,CARD_37729,2026-01-03T21:06:15.805431Z,4101.21,MERCHANT_0311,restaurant,20.9073,75.1133,0,none,21,5,1,191.66
TXN_00053866,CUST_01596,CARD_07421,2025-12-28T04:01:15.805431Z,1578.27,MERCHANT_0896,gas,17.9359,78.9159,0,none,4,6,12,387.06
TXN_00045422,CUST_01186,CARD_92346,2026-01-13T05:45:15.805431Z,8055.28,MERCHANT_0404,retail,19.7318,75.4189,0,none,5,1,1,84.47
TXN_00091464,CUST_03311,CARD_98961,2026-01-16T20:56:15.805431Z,259.61,MERCHANT_1162,restaurant,8.3068,78.3262,0,none,20,4,1,181.34
TXN_00021508,CUST_03538,CARD_09678,2026-01-08T19:59:15.805431Z,483.74,MERCHANT_0044,luxury_goods,22.7005,86.7782,0,none,19,3,1,233.58
TXN_00043100,CUST_01159,CARD_46211,2025-12-31T00:11:15.805431Z,5480.23,MERCHANT_0754,grocery,22.2493,77.6697,0,none,0,2,12,336.34
TXN_00015239,CUST_02705,CARD_45938,2025-12-23T20:40:15.805431Z,153.19,MERCHANT_0659,restaurant,17.204,82.8978,0,none,20,1,12,315.67
TXN_00084612,CUST_00416,CARD_52881,2025-12-28T22:52:15.805431Z,375.51,MERCHANT_0018,grocery,14.7391,72.4721,0,none,22,6,12,226.07
TXN_00085904,CUST_01177,CARD_37773,2026-01-07T22:30:15.805431Z,2831.98,MERCHANT_1028,retail,25.5631,73.9204,0,none,22,2,1,249.63
TXN_00081868,CUST_03316,CARD_98662,2025-12-29T17:27:15.805431Z,887.87,MERCHANT_0336,electronics,15.075,78.9538,0,none,17,0,12,357.8
TXN_00042715,CUST_00338,CARD_19332,2026-01-18T05:13:15.805431Z,121.44,MERCHANT_0389,restaurant,11.4983,76.4742,0,none,5,6,1,274.71
TXN_00034190,CUST_01678,CARD_87421,2026-01-19T12:25:15.805431Z,49.14,MERCHANT_1173,grocery,18.0138,77.8915,0,none,12,0,1,50.35
TXN_00093536,CUST_01389,CARD_12041,2026-01-15T19:49:15.805431Z,1880.16,MERCHANT_1080,jewelry,19.8216,78.0129,0,none,19,3,1,62.68
TXN_00019791,CUST_02113,CARD_27165,2026-01-22T10:28:15.805431Z,442.06,MERCHANT_0684,electronics,12.6339,78.8746,0,none,10,3,1,315.34
TXN_00066139,CUST_03950,CARD_34803,2026-01-19T13:14:15.805431Z,1767.42,MERCHANT_1330,restaurant,16.9235,77.7043,0,none,13,0,1,359.54
TXN_00073829,CUST_02735,CARD_61474,2026-01-19T19:52:15.805431Z,51.58,MERCHANT_0178,gas,20.9059,77.9082,0,none,19,0,1,278.54
TXN_00004071,CUST_02659,CARD_24015,2026-01-07T08:11:15.805431Z,3831.86,MERCHANT_1301,gas,11.4216,79.7977,0,none,8,2,1,277.22
TXN_00034806,CUST_04992,CARD_99105,2026-01-21T09:38:15.805431Z,131.62,MERCHANT_0144,grocery,24.2938,81.4834,0,none,9,2,1,178.04
TXN_00066442,CUST_01782,CARD_50996,2026-01-15T02:02:15.805431Z,134.15,MERCHANT_0268,jewelry,4.3841,83.9658,0,none,2,3,1,594.59
TXN_00080315,CUST_03686,CARD_20487,2026-01-20T10:35:15.805431Z,113.18,MERCHANT_0537,restaurant,21.1265,77.259,0,none,10,1,1,214.24
TXN_00079891,CUST_00400,CARD_57092,2025-12-26T03:25:15.805431Z,134.77,MERCHANT_0074,restaurant,21.2019,81.1994,0,none,3,4,12,222.89
TXN_00050511,CUST_02605,CARD_61898,2026-01-07T02:48:15.805431Z,211.96,MERCHANT_1632,luxury_goods,17.0805,81.7504,0,none,2,2,1,319.57
TXN_00024322,CUST_01460,CARD_97863,2026-01-19T22:47:15.805431Z,86.38,MERCHANT_1012,grocery,20.9067,88.7358,0,none,22,0,1,342.47
TXN_00036949,CUST_00273,CARD_97979,2026-01-18T08:07:15.805431Z,374.92,MERCHANT_0775,electronics,5.9573,74.6688,0,none,8,6,1,255.61
TXN_00009878,CUST_01509,CARD_87854,2025-12-31T07:47:15.805431Z,261.71,MERCHANT_1381,grocery,13.9852,65.7188,0,none,7,2,12,147.98
TXN_00080785,CUST_01355,CARD_59912,2025-12-23T19:34:15.805431Z,1360.4,MERCHANT_1145,electronics,19.1556,90.9423,0,none,19,1,12,439.05
TXN_00052725,CUST_02253,CARD_29491,2026-01-19T04:28:15.805431Z,164.15,MERCHANT_0469,restaurant,22.1542,79.368,0,none,4,0,1,331.07
TXN_00041227,CUST_01520,CARD_54788,2026-01-18T23:29:15.805431Z,382.95,MERCHANT_0522,jewelry,14.6459,73.1203,0,none,23,6,1,531.22
TXN_00086160,CUST_01120,CARD_84500,2026-01-14T13:39:15.805431Z,1116.47,MERCHANT_1904,restaurant,15.0874,81.502,0,none,13,2,1,397.48
TXN_00030072,CUST_01165,CARD_08595,2025-12-28T23:54:15.805431Z,6853.76,MERCHANT_1926,restaurant,29.2484,82.0788,0,none,23,6,12,586.49
TXN_00083982,CUST_02902,CARD_13276,2026-01-12T02:02:15.805431Z,16006.61,MERCHANT_0396,retail,19.1464,87.178,0,none,2,0,1,114.43
TXN_00049984,CUST_01519,CARD_53137,2026-01-15T20:43:15.805431Z,1525.21,MERCHANT_1588,gas,19.8597,80.253,0,none,20,3,1,118.13
TXN_00062037,CUST_00468,CARD_90318,2026-01-05T00:57:15.805431Z,461.48,MERCHANT_0537,jewelry,24.7183,77.7947,0,none,0,0,1,253.87
TXN_00065333,CUST_02356,CARD_06685,2026-01-22T05:10:15.805431Z,722.49,MERCHANT_1608,grocery,17.732,84.3055,0,none,5,3,1,252.99
TXN_00048462,CUST_02363,CARD_21586,2026-01-23T05:32:15.805431Z,1417.85,MERCHANT_0652,retail,21.1271,63.6196,0,none,5,4,1,116.96
TXN_00014581,CUST_01000,CARD_71819,2026-01-15T18:48:15.805431Z,605.39,MERCHANT_0867,restaurant,21.5969,75.2622,0,none,18,3,1,202.22
TXN_00019236,CUST_04710,CARD_17643,2026-01-06T01:09:15.805431Z,125.73,MERCHANT_0106,jewelry,24.9164,75.0169,0,none,1,1,1,503.13
TXN_00016777,CUST_01629,CARD_92459,2026-01-19T19:01:15.805431Z,6577.92,MERCHANT_0471,gas,14.1472,72.9577,0,none,19,0,1,346.85
TXN_00059625,CUST_04784,CARD_49999,2025-12-28T20:17:15.805431Z,317.58,MERCHANT_2000,retail,16.2457,79.8221,0,none,20,6,12,195.52
TXN_00053799,CUST_03919,CARD_83542,2025-12-26T01:39:15.805431Z,120.04,MERCHANT_0132,retail,24.127,77.2163,0,none,1,4,12,137.78
TXN_00068563,CUST_02412,CARD_48400,2026-01-14T08:20:15.805431Z,1146.81,MERCHANT_1878,jewelry,18.8717,79.0969,0,none,8,2,1,279.54
TXN_00046677,CUST_02330,CARD_93283,2025-12-28T23:57:15.805431Z,57.85,MERCHANT_0118,retail,24.2132,70.6005,0,none,23,6,12,518.45
TXN_00029610,CUST_00103,CARD_06567,2026-01-23T06:19:15.805431Z,1017.96,MERCHANT_0931,jewelry,11.1852,72.9385,0,none,6,4,1,315.51
TXN_00058382,CUST_03264,CARD_92015,2026-01-04T05:42:15.805431Z,640.66,MERCHANT_1989,restaurant,15.9939,79.1385,0,none,5,6,1,325.36
TXN_00020928,CUST_04851,CARD_65401,2026-01-13T18:42:15.805431Z,860.84,MERCHANT_0667,restaurant,19.1966,82.5001,0,none,18,1,1,138.09
TXN_00024712,CUST_00060,CARD_42687,2026-01-20T18:20:15.805431Z,8264.87,MERCHANT_1189,electronics,26.1975,79.5307,0,none,18,1,1,318.54
TXN_00041462,CUST_04864,CARD_89188,2026-01-18T22:36:15.805431Z,1039.02,MERCHANT_1619,jewelry,25.2868,73.9599,0,none,22,6,1,554.79
TXN_00067408,CUST_01723,CARD_06776,2026-01-16T21:50:15.805431Z,49.1,MERCHANT_1150,luxury_goods,20.5787,74.1953,0,none,21,4,1,400.08
TXN_00046854,CUST_03499,CARD_79370,2026-01-13T00:45:15.805431Z,158.96,MERCHANT_0901,grocery,25.6993,74.8545,0,none,0,1,1,203.98
TXN_00015155,CUST_02390,CARD_68248,2026-01-03T19:11:15.805431Z,1463.38,MERCHANT_0257,restaurant,13.9737,62.4278,0,none,19,5,1,145.22
TXN_00031395,CUST_01153,CARD_21949,2026-01-19T04:52:15.805431Z,493.19,MERCHANT_1585,restaurant,29.5242,94.4253,0,none,4,0,1,116.82
TXN_00084078,CUST_01220,CARD_72973,2026-01-15T05:08:15.805431Z,1687.71,MERCHANT_0453,luxury_goods,18.3276,71.2634,0,none,5,3,1,36.35
TXN_00046216,CUST_03118,CARD_88036,2026-01-14T10:34:15.805431Z,114.5,MERCHANT_1165,retail,18.5272,83.5397,0,none,10,2,1,110.2
TXN_00092745,CUST_03359,CARD_71718,2026-01-20T21:15:15.805431Z,750.88,MERCHANT_1090,luxury_goods,29.8628,78.961,0,none,21,1,1,449.54
TXN_00029801,CUST_04370,CARD_18862,2026-01-15T04:06:15.805431Z,955.01,MERCHANT_1798,luxury_goods,28.5816,74.2812,0,none,4,3,1,275.47
TXN_00042496,CUST_01359,CARD_58443,2026-01-04T03:29:15.805431Z,1490.76,MERCHANT_1947,grocery,22.5309,83.5983,0,none,3,6,1,134.08
TXN_00043764,CUST_03821,CARD_30896,2026-01-10T19:32:15.805431Z,81.96,MERCHANT_0242,gas,11.3903,79.6521,0,none,19,5,1,129.33
TXN_00001294,CUST_04497,CARD_99777,2026-01-07T10:08:15.805431Z,5285.26,MERCHANT_1126,grocery,17.1443,73.4273,0,none,10,2,1,476.61
TXN_00057749,CUST_04359,CARD_40198,2026-01-15T22:35:15.805431Z,160.14,MERCHANT_0203,restaurant,23.6041,80.1613,0,none,22,3,1,52.94
TXN_00054938,CUST_00509,CARD_21731,2026-01-07T12:16:15.805431Z,29.95,MERCHANT_0672,jewelry,16.7151,78.5063,0,none,12,2,1,219.84
TXN_00004654,CUST_00830,CARD_46093,2026-01-02T02:50:15.805431Z,72.82,MERCHANT_0109,gas,16.0509,83.4865,0,none,2,4,1,137.09
TXN_00012407,CUST_01598,CARD_42958,2025-12-24T04:17:15.805431Z,676.87,MERCHANT_1366,electronics,15.6379,72.5621,0,none,4,2,12,442.58
TXN_00082386,CUST_01446,CARD_87043,2026-01-03T11:49:15.805431Z,123.07,MERCHANT_1042,electronics,23.2333,68.137,0,none,11,5,1,215.72
TXN_00021002,CUST_00663,CARD_48726,2025-12-25T22:28:15.805431Z,6386.66,MERCHANT_0264,retail,24.6056,68.7076,0,none,22,3,12,412.08
TXN_00094046,CUST_01965,CARD_48703,2026-01-22T02:25:15.805431Z,662.52,MERCHANT_1898,retail,18.6046,76.5007,0,none,2,3,1,560.45
TXN_00028936,CUST_03932,CARD_20319,2026-01-12T12:46:15.805431Z,322.03,MERCHANT_0195,jewelry,13.886,73.2573,0,none,12,0,1,272.37
TXN_00004330,CUST_03273,CARD_14739,2026-01-03T23:27:15.805431Z,322.93,MERCHANT_0890,luxury_goods,20.8239,74.1049,0,none,23,5,1,313.44
TXN_00011093,CUST_02686,CARD_80356,2026-01-18T08:06:15.805431Z,2458.77,MERCHANT_1858,luxury_goods,10.7145,72.2463,0,none,8,6,1,424.63
TXN_00058691,CUST_03502,CARD_21287,2026-01-08T18:02:15.805431Z,5.43,MERCHANT_0327,retail,24.4232,77.406,0,none,18,3,1,48.55
TXN_00078209,CUST_03110,CARD_89991,2026-01-13T04:56:15.805431Z,1610.69,MERCHANT_0607,restaurant,19.3552,85.7972,0,none,4,1,1,10.07
TXN_00040887,CUST_04999,CARD_12494,2026-01-14T18:20:15.805431Z,1492.56,MERCHANT_0624,restaurant,9.6481,75.1542,0,none,18,2,1,110.47
TXN_00083680,CUST_00125,CARD_07324,2026-01-13T17:49:15.805431Z,253.87,MERCHANT_1512,retail,27.8738,79.354,0,none,17,1,1,234.54
TXN_00044513,CUST_03356,CARD_23559,2026-01-21T11:15:15.805431Z,1626.24,MERCHANT_0011,grocery,23.3774,85.494,0,none,11,2,1,293.38
TXN_00079545,CUST_00864,CARD_25982,2026-01-15T04:03:15.805431Z,127.4,MERCHANT_0580,retail,14.6877,84.8927,0,none,4,3,1,411.51
TXN_00002646,CUST_04906,CARD_98032,2026-01-07T13:33:15.805431Z,2128.48,MERCHANT_1460,retail,14.5543,76.1743,0,none,13,2,1,366.6
TXN_00072087,CUST_00451,CARD_68558,2026-01-02T18:16:15.805431Z,99.92,MERCHANT_1316,electronics,23.5516,74.2053,0,none,18,4,1,311.39
TXN_00006579,CUST_03658,CARD_66449,2026-01-03T08:51:15.805431Z,1025.79,MERCHANT_1933,retail,14.9436,86.2278,0,none,8,5,1,46.79
TXN_00041797,CUST_02889,CARD_06414,2025-12-30T03:51:15.805431Z,785.13,MERCHANT_0187,electronics,23.8642,75.6725,0,none,3,1,12,190.77
TXN_00055764,CUST_02839,CARD_34807,2026-01-06T03:30:15.805431Z,2247.55,MERCHANT_0962,electronics,21.8471,88.5358,0,none,3,1,1,296.85
TXN_00076820,CUST_04215,CARD_68265,2025-12-28T06:31:15.805431Z,118.77,MERCHANT_1284,restaurant,13.3383,77.6959,0,none,6,6,12,237.4
TXN_00010190,CUST_04636,CARD_22970,2026-01-19T16:10:15.805431Z,5125.33,MERCHANT_1846,jewelry,27.8294,86.8675,0,none,16,0,1,150.98
TXN_00035087,CUST_04666,CARD_75882,2025-12-26T20:24:15.805431Z,46.65,MERCHANT_1241,restaurant,29.3411,77.1394,0,none,20,4,12,190.27
TXN_00057422,CUST_00053,CARD_40577,2026-01-22T00:19:15.805431Z,6088.99,MERCHANT_0274,jewelry,13.8408,78.5115,0,none,0,3,1,711.58
TXN_00051871,CUST_00389,CARD_19435,2026-01-22T03:09:15.805431Z,40.07,MERCHANT_0637,luxury_goods,19.3559,77.0962,0,none,3,3,1,274.79
TXN_00014715,CUST_03158,CARD_30525,2026-01-07T04:56:15.805431Z,85.06,MERCHANT_1040,grocery,27.1252,79.3184,0,none,4,2,1,340.36
TXN_00057761,CUST_03946,CARD_95035,2025-12-28T23:56:15.805431Z,498.29,MERCHANT_1353,restaurant,26.6636,79.2771,0,none,23,6,12,771.39
TXN_00089396,CUST_01399,CARD_31988,2026-01-16T04:38:15.805431Z,133.15,MERCHANT_0178,electronics,25.017,68.8304,0,none,4,4,1,211.85
TXN_00075226,CUST_03253,CARD_87337,2026-01-05T15:34:15.805431Z,359.98,MERCHANT_1053,gas,25.6289,78.587,0,none,15,0,1,97.13
TXN_00005767,CUST_02790,CARD_70091,2025-12-27T23:29:15.805431Z,48.35,MERCHANT_0741,restaurant,16.1952,77.4778,0,none,23,5,12,309.88
TXN_00044172,CUST_01314,CARD_09336,2026-01-19T02:14:15.805431Z,71.57,MERCHANT_1758,electronics,29.9951,80.816,0,none,2,0,1,309.39
